,ano_campeonato,data,rodada,estadio,arbitro,publico,publico_max,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante
0,2010,2010-05-09,1,Estádio Jornalista Mário Filho,Leandro Pedro Vuaden,11195.0,,Flamengo,São Paulo,,,11.0,10.0,,,,,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,
1,2010,2010-05-23,3,Estádio Beira-Rio,Marcelo de Lima Henrique,25185.0,,Internacional,São Paulo,,,8.0,14.0,,,,,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,
2,2010,2010-05-26,4,Estádio Cícero Pompeu de Toledo,Marcelo Aparecido Ribeiro de Souza,15522.0,,São Paulo,Palmeiras,,,11.0,4.0,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,
3,2010,2010-05-29,5,Allianz Parque,Cleber Wellington Abade,4016.0,,Palmeiras,Barueri,,,8.0,18.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
4,2010,2010-05-30,5,Estádio Brinco de Ouro da Princesa,Guilherme Ceretta de Lima,14528.0,,Guarani,São Paulo,,,12.0,7.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
5,2010,2010-06-02,6,Allianz Parque,Leonardo Gaciba da Silva,8457.0,,Palmeiras,Flamengo,,,7.0,10.0,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
6,2010,2010-07-14,8,Estádio Cícero Pompeu de Toledo,Franscisco Carlos do Nascimento,7717.0,,São Paulo,Avaí FC,,,6.0,13.0,,,,,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,
7,2010,2010-07-25,11,Estádio Urbano Caldeira,Luiz Flávio de Oliveira,9367.0,,Santos FC,São Paulo,,,11.0,12.0,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8,2010,2010-07-31,12,Estádio Cícero Pompeu de Toledo,Evandro Rogerio Roman,11793.0,,São Paulo,Ceará SC,,,15.0,3.0,,,,,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,
9,2010,2010-08-15,14,Estádio Municipal Eduardo José Farah,Franscisco Carlos do Nascimento,5047.0,,Barueri,Vasco da Gama,,,17.0,11.0,,,,,1.0,2.0,0.0,1.0,,,,,,,,,,,,,,
